id,user_id,quiz_id,start_time,end_time,is_completed,score
1,2,5,2025-07-26T20:51:02.863134,2025-07-26T20:51:02.902623,True,6
2,2,2,2025-07-26T20:52:40.974409,2025-07-26T20:52:40.997566,True,8
3,2,1,2025-07-26T20:54:12.118032,2025-07-26T20:54:12.148072,True,9
4,2,2,2025-07-26T20:55:19.576266,2025-07-26T20:55:19.602864,True,7
5,2,6,2025-07-30T07:58:50.035920,2025-07-30T07:58:50.046333,True,0
